Entry	Gene Names	Mouse_Symbol
Q3UVR3	Ttbk2 Bby Kiaa0847 Ttbk1	Ttbk2
A2AW13	Ttbk2	Ttbk2
A2AW15	Ttbk2	Ttbk2
A2AW14	Ttbk2	Ttbk2
P35761	Ttk Esk	Ttk
Q8BY97	Ttk	Ttk
Q6PD96	Ttk	Ttk
Q8BX21	Ttk	Ttk
A0A087WPS8	Ttk	Ttk
Q3TPW2	Ttk	Ttk
A2ASS6	Ttn	Ttn
A0A5K1VVQ1	Ttn	Ttn
A0A5K1VVQ9	Ttn	Ttn
E9Q8N1	Ttn	Ttn
Q3TZL3	Ttn	Ttn
F7CR78	Ttn	Ttn
A0A087WRP0	Ttn	Ttn
A2AT65	Ttn	Ttn
F6RSJ3	Ttn	Ttn
Q8BUJ0	Ttn	Ttn
Q8BUJ6	Ttn	Ttn
Q8R112	Ttn	Ttn
Q8R4N3	Ttn	Ttn
A2AT62	Ttn	Ttn
A2AT67	Ttn	Ttn
A2AT68	Ttn	Ttn
F6Q6Z0	Ttn	Ttn
Q3UT48	Ttn	Ttn
Q8BM32	Ttn	Ttn
Q8R4N2	Ttn	Ttn
A2AT66	Ttn	Ttn
Q812E1	Ttn	Ttn
Q8BID4	Ttn	Ttn
Q8BIH3	Ttn	Ttn
Q8BUC9	Ttn	Ttn
Q9CTL3	Ttn	Ttn
Q9CV48	Ttn	Ttn
A2AT64	Ttn	Ttn
F6ZRX7	Ttn	Ttn
Q8BUX4	Ttn	Ttn
Q8R4N1	Ttn	Ttn
A2AT61	Ttn	Ttn
A2AT63	Ttn	Ttn
A2AT70	Ttn	Ttn
F6ZZ75	Ttn	Ttn
Q8C139	Ttn	Ttn
Q9D6N4	Ttn	Ttn
P42682	Txk Rlk	Txk
B2RQ20	Txk	Txk
Q0VBP6	Txk	Txk
A0A0G2JG94	Txk	Txk
Q9R117	Tyk2	Tyk2
Q3U447	Tyk2	Tyk2
E9QJS1	Tyk2	Tyk2
Q2M4G5	Tyk2	Tyk2
Q3TDN4	Tyk2	Tyk2
Q3TIS9	Tyk2	Tyk2
A0A1L1SVI6	Tyk2	Tyk2
P55144	Tyro3 Dtk Rse Tif	Tyro3
Q62121	Tyro3 brt	Tyro3
P97343	Uhmk1 Kis Kist	Uhmk1
Q8C0N6	Uhmk1 Kist	Uhmk1
Q9D590	4930500M09Rik Uhmk1	Uhmk1
D3YUF5	Uhmk1	Uhmk1
Q8C8G1	4930500M09Rik Kist Uhmk1	Uhmk1
O70405	Ulk1	Ulk1
A0A0R4J0B3	Ulk1	Ulk1
Q3UFT4	Ulk1	Ulk1
Q3U0V5	Ulk1	Ulk1
Q3U350	Ulk1	Ulk1
Q6PB82	Ulk1	Ulk1
Q80TT3	Ulk1 mKIAA0722	Ulk1
A0A0G2JFU2	Ulk1	Ulk1
Q8K0Q7	Ulk1	Ulk1
A0A0G2JG09	Ulk1	Ulk1
Q9QY01	Ulk2 Kiaa0623	Ulk2
Q3UG39	Ulk2	Ulk2
Q3UIJ5	Ulk2	Ulk2
Q3U3Q1	Ulk3	Ulk3
A0A1L1SRU5	Ulk3	Ulk3
Q3V129	Ulk4	Ulk4
E9Q2P5	Ulk4	Ulk4
E9QKJ7	Ulk4	Ulk4
H7BX20	Ulk4	Ulk4
E9Q220	Ulk4	Ulk4
Q80X41	Vrk1	Vrk1
Q3UWH3	Vrk1	Vrk1
Q3TL56	Vrk1	Vrk1
A0A1Y7VMH3	Vrk1	Vrk1
A0A1Y7VLL5	Vrk1	Vrk1
Q8CA60	Vrk1	Vrk1
Q8BN21	Vrk2	Vrk2
Q5SP86	Vrk2	Vrk2
Q8K3G5	Vrk3	Vrk3
Q3TAR6	Vrk3	Vrk3
E9Q754	Vrk3	Vrk3
D3Z2U5	Vrk3	Vrk3
D3Z188	Vrk3	Vrk3
E9PW85	Vrk3	Vrk3
E9PY18	Vrk3	Vrk3
P47810	Wee1	Wee1
Q66JT0	Wee2 Wee1b	Wee2
D3Z4B4	Wee2	Wee2
A0A0J9YVE7	Wee2	Wee2
P83741	Wnk1 Hsn2 Prkwnk1	Wnk1
Q6SLK2	Wnk1 Prkwnk1	Wnk1
F7CC62	Wnk1	Wnk1
Q8K2Q3	Wnk1 mKIAA0344 Prkwnk1	Wnk1
F6TAR7	Wnk1	Wnk1
A0A0R4J274	Wnk1	Wnk1
F6TW99	Wnk1	Wnk1
F6U2S8	Wnk1	Wnk1
F7B663	Wnk1	Wnk1
F7CZC4	Wnk1	Wnk1
F6S7V4	Wnk1	Wnk1
F6V9V5	Wnk1	Wnk1
Q208V0	Wnk1	Wnk1
F7CBK9	Wnk1	Wnk1
J3QPK0	Wnk1	Wnk1
Q3TU87	Wnk1	Wnk1
Q7TPR2	Wnk1 Prkwnk1	Wnk1
Q3UH66	Wnk2 Kiaa1760	Wnk2
E9Q6Q2	Wnk2	Wnk2
E9QM73	Wnk2	Wnk2
E9QMI8	Wnk2	Wnk2
E0CZE3	Wnk2	Wnk2
E9QJQ9	Wnk2	Wnk2
E9QMI9	Wnk2	Wnk2
E0CYT1	Wnk2	Wnk2
F6SRP4	Wnk2	Wnk2
A0A0R4J1Z1	Wnk2	Wnk2
Q3V473	Wnk2	Wnk2
F7BQG5	Wnk2	Wnk2
Q80XP9	Wnk3	Wnk3
V9GXP7	Wnk3	Wnk3
Q80UE6	Wnk4 Prkwnk4	Wnk4
Q56VR4	Wnk4 Prkwnk4	Wnk4
F6X7K7	Wnk4	Wnk4
E9PZ38	Wnk4	Wnk4
Q3U0H9	Wnk4	Wnk4
E9Q470	Wnk4	Wnk4
F6Z709	Wnk4	Wnk4
Q8C1P8	Wnk4 Prkwnk4	Wnk4
Q04736	Yes1 Yes	Yes1
Q3TJI7	Yes1	Yes1
Q8CBP1	Yes1 Yes	Yes1
Q8C762	Yes1 Yes	Yes1
A0A0J9YUV2	Yes1	Yes1
Q8C6U9	Yes1 Yes	Yes1
P43404	Zap70 Srk Zap-70	Zap70
A0A087WQ05	Zap70	Zap70
