Mouse_Symbol,Human_Symbol_Manning,Human_Symbol_KinHub,Human_Symbol_Coral,Human_Symbol_Legacy,Description,Group,Family,Subfamily,UniProt_Human,MGI_Mouse,Entrez_Mouse,Source,Date,UniProt_Mouse_biomart,UniProt_Mouse_UniProtAPI,biomart_source,uniprotapi_source
Prkcq,PKCt,PKCt,PRKCQ,PKCt,Protein kinase C theta type,AGC,PKC,PKCd,Q04759,MGI:97601,18761,KinHub,10/6/2020,Q02111;,Q02111;A6H667;Q8CAV6;F8WGT6;Q3UK53;Q920N8;Q9CU43,biomart,uniprot_api
Prkcz,PKCz,PKCz,PRKCZ,PKCz,Protein kinase C zeta type,AGC,PKC,PKCi,Q05513,MGI:97602,18762,KinHub,10/6/2020,Q02956;,Q02956;A4QPC7;Q3V341;A2AD74;A2AD75;Q6PF82;A2AD72,biomart,uniprot_api
Prkd1,PKD1,PKD1,PRKD1,PKD1,Serine/threonine-protein kinase D1,CAMK,PKD,"",Q15139,MGI:99879,18760,KinHub,10/6/2020,Q62101,Q62101;A0AA95Z2J0,biomart,uniprot_api
Prkd2,PKD2,PKD2,PRKD2,PKD2,Serine/threonine-protein kinase D2,CAMK,PKD,"",Q9BZL6,MGI:2141917,101540,KinHub,10/6/2020,Q8BZ03,Q8BZ03;Q3V3F5,biomart,uniprot_api
Prkd3,PKD3,PKD3,PRKD3,PKD3,Serine/threonine-protein kinase D3,CAMK,PKD,"",O94806,MGI:1922542,75292,KinHub,10/6/2020,Q8K1Y2;,Q8K1Y2;D3Z6I0;Q5FWX6;D3YU02;Q3UU38,biomart,uniprot_api
Prkdc,DNAPK,DNAPK,PRKDC,DNAPK,DNA-dependent protein kinase catalytic subunit,Atypical,PIKK,DNAPK,P78527,MGI:104779,19090,KinHub,10/6/2020,P97313,P97313;Q91UZ3;Q91VE8,biomart,uniprot_api
Prkg1,PKG1,PKG1,PRKG1,PKG1,cGMP-dependent protein kinase,AGC,PKG,"",Q13976,MGI:108174,19091,KinHub,10/6/2020,P0C605;,P0C605;Q8BND1;A0A5F8MPU4;A0A494BB87,biomart,uniprot_api
Prkg2,PKG2,PKG2,PRKG2,PKG2,cGMP-dependent protein kinase 2,AGC,PKG,"",Q13237,MGI:108173,19092,KinHub,10/6/2020,"",Q61410;Q8CAH8;Q8C4R2;E9QPH0;A0A0G2JEE8;Q3TMJ2;Q3UWE0,,uniprot_api
Prkx,PRKX,PRKX,PRKX,PRKX,cAMP-dependent protein kinase catalytic subunit PRKX,AGC,PKA,"",P51817,MGI:1309999,19108,KinHub,10/6/2020,Q922R0;,Q922R0;Q3UDT1;B1AVU1,biomart,uniprot_api
Prpf4b,PRP4,PRP4,PRPF4B,PRP4,Serine/threonine-protein kinase PRP4 homolog,CMGC,DYRK,PRP4,Q13523,MGI:109584,19134,KinHub,10/6/2020,Q61136;,Q61136;C7G3P2;A0A1Y7VLT3;Q6PBH0;A0A1Y7VM68;Q8C5G1,biomart,uniprot_api
Pskh1,PSKH1,PSKH1,PSKH1,PSKH1,Serine/threonine-protein kinase H1,CAMK,PSK,"",P11801,MGI:3528383,244631,KinHub,10/6/2020,Q91YA2,Q91YA2,biomart,uniprot_api
Ptk2,FAK,FAK,PTK2,FAK,Focal adhesion kinase 1,TK,FAK,"",Q05397,MGI:95481,14083,KinHub,10/6/2020,P34152;,P34152;A0A5F8MPY3;K7Q751;A0A2I3BRG7;A0A2I3BPK4;A0A2I3BQ85;Q2VQT9;A0A2I3BR46,biomart,uniprot_api
Ptk2b,PYK2,PYK2,PTK2B,PYK2,Protein-tyrosine kinase 2-beta,TK,FAK,"",Q14289,MGI:104908,19229,KinHub,10/6/2020,Q9QVP9;,Q9QVP9;Q8C2G0;E9Q2A6;K7QD41;Q3UDE9;Q8C9L4;Q8C6R5;F7CCX1;Q3TY09,biomart,uniprot_api
Ptk6,BRK,BRK,PTK6,BRK,Protein-tyrosine kinase 6,TK,Src,"",Q13882,MGI:99683,20459,KinHub,10/6/2020,Q64434,Q64434;Q05AA8;Q64036,biomart,uniprot_api
Ptk7,CCK4,CCK4,PTK7,CCK4,Inactive tyrosine-protein kinase 7,TK,CCK4,"",Q13308,MGI:1918711,71461,KinHub,10/6/2020,Q8BKG3,Q8BKG3;Q3V2W2,biomart,uniprot_api
Pxk,Slob,Slob,PXK,Slob,PX domain-containing protein kinase-like protein,Other,Slob,"",Q7Z7A4,MGI:1289230,218699,KinHub,10/6/2020,;Q8BX57,Q8BX57;A0A2C9F2B5;Q3T9R1;Q3TWU8,biomart,uniprot_api
Raf1,RAF1,RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,"",P04049,MGI:97847,110157,KinHub,10/6/2020,Q99N57;,Q99N57;Q9CU36;Q8C3L4;Q8VI85;Q99N73;A0A0N4SV36;Q8C6X7;A0A0N4SWH5;F6TUC4;Q53ZF0,biomart,uniprot_api
Ret,RET,RET,RET,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,TK,Ret,"",P07949,MGI:97902,19713,KinHub,10/6/2020,P35546,P35546;Q8C8Q7;Q80YG6,biomart,uniprot_api
Riok1,RIOK1,RIOK1,RIOK1,RIOK1,Serine/threonine-protein kinase RIO1,Atypical,RIO,RIO1,Q9BRS2,MGI:1918590,71340,KinHub,10/6/2020,Q922Q2;,Q922Q2;A0A286YCS3;A0A286YCL3;A0A286YDE8;A0A286YDM8,biomart,uniprot_api
Riok2,RIOK2,RIOK2,RIOK2,RIOK2,Serine/threonine-protein kinase RIO2,Atypical,RIO,RIO2,Q9BVS4,MGI:1914295,67045,KinHub,10/6/2020,Q9CQS5;,Q9CQS5;A0A338P7E9;Q8BHT4;A0A338P672,biomart,uniprot_api
Riok3,RIOK3,RIOK3,RIOK3,RIOK3,Serine/threonine-protein kinase RIO3,Atypical,RIO,RIO3,O14730,MGI:1914128,66878,KinHub,10/6/2020,Q9DBU3;,Q9DBU3;Q3V2R6;Q3TC66;Q3TJT2;Q9CXZ8;Q3UYW1;Q99LR9;A0A3Q4EI66;A0A3Q4EGV1;A0A3Q4ECA5;A0A3Q4EG70,biomart,uniprot_api
Ripk1,RIPK1,RIPK1,RIPK1,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,TKL,RIPK,"",Q13546,MGI:108212,19766,KinHub,10/6/2020,Q60855;,Q60855;F7D1J2,biomart,uniprot_api
Ripk2,RIPK2,RIPK2,RIPK2,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,TKL,RIPK,"",O43353,MGI:1891456,192656,KinHub,10/6/2020,P58801;,P58801;Q547H1;V9GXY4,biomart,uniprot_api
Ripk3,RIPK3,RIPK3,RIPK3,RIPK3,Receptor-interacting serine/threonine-protein kinase 3,TKL,RIPK,"",Q9Y572,MGI:2154952,56532,KinHub,10/6/2020,Q9QZL0;,Q9QZL0;E9PZP3;A0A2I3BPT3;A0A2I3BQW9,biomart,uniprot_api
Ripk4,ANKRD3,ANKRD3,RIPK4,ANKRD3,Receptor-interacting serine/threonine-protein kinase 4,TKL,RIPK,"",P57078,MGI:1919638,72388,KinHub,10/6/2020,Q9ERK0,Q9ERK0;Q9CV04,biomart,uniprot_api
Rock1,ROCK1,ROCK1,ROCK1,ROCK1,Rho-associated protein kinase 1,AGC,DMPK,ROCK,Q13464,MGI:107927,19877,KinHub,10/6/2020,P70335;,P70335;A0A3Q4EGR2;Q3TBE0;Q3UE22;A0A3Q4L2X0,biomart,uniprot_api
Rock2,ROCK2,ROCK2,ROCK2,ROCK2,Rho-associated protein kinase 2,AGC,DMPK,ROCK,O75116,MGI:107926,19878,KinHub,10/6/2020,"",P70336;F8VPK5;A0A1Y7VMN0;Q6A035;Q3UMT5;Q8CC95;Q3TR46;A0A1Y7VLD1;Q3UEZ9,,uniprot_api
Ror1,ROR1,ROR1,ROR1,ROR1,Tyrosine-protein kinase transmembrane receptor ROR1,TK,Ror,"",Q01973,MGI:1347520,26563,KinHub,10/6/2020,Q9Z139,Q9Z139;Q8BNP9;Q501P6,biomart,uniprot_api
Ror2,ROR2,ROR2,ROR2,ROR2,Tyrosine-protein kinase transmembrane receptor ROR2,TK,Ror,"",Q01974,MGI:1347521,26564,KinHub,10/6/2020,"",Q9Z138;Q8BSP6;Q3TZP9;Q8C3W2;E9PUN5;Q8K0Q8,,uniprot_api
Ros1,ROS,ROS,ROS1,ROS,Proto-oncogene tyrosine-protein kinase ROS,TK,Sev,"",P08922,MGI:97999,19886,KinHub,10/6/2020,;Q78DX7,Q78DX7;A0A1W2P7L6;A0A1W2P7C6;A0A1W2P858,biomart,uniprot_api
Rps6ka1,RSK1,RSK3,RPS6KA1,RSK3,Ribosomal protein S6 kinase alpha-1,AGC,RSK,RSKp90,Q15418,MGI:104558,20111,KinHub,10/6/2020,;P18653,P18653;Q505N6;Q810V8;Q3UFZ5;E9PWV3;F6RQA2;F6Q8A4;G3UZI3;Q3TIM6;Q9Z278,biomart,uniprot_api
Rps6ka2,RSK3,RSK1,RPS6KA2,RSK1,Ribosomal protein S6 kinase alpha-2,AGC,RSK,RSKp90,Q15349,MGI:1342290,20112,KinHub,10/6/2020,;Q9WUT3,Q9WUT3;A0AAQ4VMY5;Q7TPD5;A0AAQ4VMS3;A0A338P701;Q3V226,biomart,uniprot_api
Rps6ka3,RSK2,RSK2,RPS6KA3,RSK2,Ribosomal protein S6 kinase alpha-3,AGC,RSK,RSKp90,P51812,MGI:104557,110651,KinHub,10/6/2020,P18654;,P18654;A7E215;B1AXN9;B1AXP0;B1AXN5;F6UG16;B1AXN7;B1AXN8,biomart,uniprot_api
Rps6ka4,MSK2,MSK2,RPS6KA4,MSK2,Ribosomal protein S6 kinase alpha-4,AGC,RSK,MSK,O75676,MGI:1930076,56613,KinHub,10/6/2020,Q9Z2B9;,Q9Z2B9;A0A7N9VSZ1;A0A7N9VR96,biomart,uniprot_api
Rps6ka5,MSK1,MSK1,RPS6KA5,MSK1,Ribosomal protein S6 kinase alpha-5,AGC,RSK,MSK,O75582,MGI:1920336,73086,KinHub,10/6/2020,Q8C050;,Q8C050;Q3TUH8;A0A1Y7VL39,biomart,uniprot_api
Rps6ka6,RSK4,RSK4,RPS6KA6,RSK4,Ribosomal protein S6 kinase alpha-6,AGC,RSK,RSKp90,Q9UK32,MGI:1914321,67071,KinHub,10/6/2020,"",Q7TPS0;A2CEE5;A2CEE6;A2CEE7;B1B0X3;E9PUP0;B1B0X1;A2CEE8;B1B0X2;B1B0X4;B2GVN8,,uniprot_api
Rps6kb1,p70S6K,p70S6K,RPS6KB1,p70S6K,Ribosomal protein S6 kinase beta-1,AGC,RSK,RSKp70,P23443,MGI:1270849,72508,KinHub,10/6/2020,Q8BSK8;,Q8BSK8;Q3UXD8;Q8C3J7;Q9CST0;Q6IQZ7;Q5SWG2,biomart,uniprot_api
Rps6kb2,p70S6Kb,p70S6Kb,RPS6KB2,p70S6Kb,Ribosomal protein S6 kinase beta-2,AGC,RSK,RSKp70,Q9UBS0,MGI:1927343,58988,KinHub,10/6/2020,Q9Z1M4;,Q9Z1M4;D3YWB8;Q80X26;Q99JU0;D6RH86;Q6NXX3;A0A494BA73;A0A494BBF8;E9PUN3,biomart,uniprot_api
Rps6kc1,RSKL1,RSKL1,RPS6KC1,RSKL1,Ribosomal protein S6 kinase delta-1,AGC,RSKL,"",Q96S38,MGI:2443419,320119,KinHub,10/6/2020,Q8BLK9;,P49138;Q8BLK9;E9QMX4;E0CYA1;F6VA16;E0CY13,biomart,uniprot_api
Rps6kl1,RSKL2,RSKL2,RPS6KL1,RSKL2,Ribosomal protein S6 kinase-like 1,AGC,RSKL,"",Q9Y6S9,MGI:2443413,238323,KinHub,10/6/2020,Q8R2S1;,Q8R2S1;A0A217FL57,biomart,uniprot_api
Rskr,SgK494,SgK494,"",SgK494,Uncharacterized serine/threonine-protein kinase SgK494,AGC,RSKR,"",Q96LW2,MGI:2652869,216976,KinHub,10/6/2020,Q5SYL1;,Q5SYL1;A0A5F8MPD4,biomart,uniprot_api
Ryk,RYK,RYK,RYK,RYK,Tyrosine-protein kinase RYK,TK,Ryk,"",P34925,MGI:101766,20187,KinHub,10/6/2020,Q01887;,Q01887;H9H9R6;Q8K272;H3BKH8,biomart,uniprot_api
Sbk1,SBK,SBK,SBK1,SBK,Serine/threonine-protein kinase SBK1,Other,NKF1,"",Q52WX2,MGI:2135937,104175,KinHub,10/6/2020,;Q8QZX0,Q8QZX0;A0A0B6VRD5;A0A5F8MPV4;A0A0U1RNY5;A0A0U1RNW9,biomart,uniprot_api
Sbk2,SgK069,SgK069,SBK2,SgK069,Serine/threonine-protein kinase SBK2,Other,NKF1,"",P0C263,MGI:2685925,381836,KinHub,10/6/2020,;P0C5K1,P0C5K1;S4R1E6;A0A140LIH2,biomart,uniprot_api
Sbk3,SgK110,SgK110,SBK3,SgK110,Putative uncharacterized serine/threonine-protein kinase SgK110,Other,NKF1,"",P0C264,MGI:2685924,381835,KinHub,10/6/2020,P0C5K0,P0C5K0,biomart,uniprot_api
Scyl1,SCYL1,SCYL1,SCYL1,SCYL1,N-terminal kinase-like protein,Other,SCY1,"",Q96KG9,MGI:1931787,78891,KinHub,10/6/2020,Q9EQC5;,Q9EQC5;A0A494BBD3;R4H4Y7;A0A494BBM6;R4H4V1;A0A494B9K7;A0A494B997;A0A494BAG4;B0LAE0,biomart,uniprot_api
Scyl2,SCYL2,SCYL2,SCYL2,SCYL2,SCY1-like protein 2,Other,SCY1,"",Q6P3W7,MGI:1289172,213326,KinHub,10/6/2020,Q8CFE4;,Q8CFE4;G5E8J9;Q80UY7,biomart,uniprot_api
Scyl3,SCYL3,SCYL3,SCYL3,SCYL3,Protein-associating with the carboxyl-terminal domain of ezrin,Other,SCY1,"",Q8IZE3,MGI:1921385,240880,KinHub,10/6/2020,Q9DBQ7;,Q9DBQ7;Q8C8F4;F6TFM1,biomart,uniprot_api
Sgk1,SGK1,SGK,SGK1,SGK1,Serine/threonine-protein kinase Sgk1,AGC,SGK,"",O00141,MGI:1340062,20393,KinHub,10/6/2020,Q9WVC6;,Q9WVC6;E9Q1B0;E9Q8C1;D3YV51;D3YXA3;Q99LU4;F6RKM6;D3Z0E8,biomart,uniprot_api
Sgk2,SGK2,SGK2,SGK2,SGK2,Serine/threonine-protein kinase Sgk2,AGC,SGK,"",Q9HBY8,MGI:1351318,27219,KinHub,10/6/2020,Q9QZS5,Q9QZS5;Q3UW73,biomart,uniprot_api
Sgk3,SGK3,SGK3,SGK3,SGK3,Serine/threonine-protein kinase Sgk3,AGC,SGK,"",Q96BR1,MGI:2182368,170755,KinHub,10/6/2020,Q9ERE3;,Q9ERE3;Q3U9B2;A0A087WR70;Q3U907;Q3U9H2;Q8VEK1;A0A087WQS1;A0A087WPW2,biomart,uniprot_api
Sik1,SIK,SIK,SIK1,SIK,Serine/threonine-protein kinase SIK1,CAMK,CAMKL,QIK,P57059,MGI:104754,17691,KinHub,10/6/2020,Q60670,Q60670;Q571I6;Q8C313,biomart,uniprot_api
Sik2,QIK,QIK,SIK2,QIK,Serine/threonine-protein kinase SIK2,CAMK,CAMKL,QIK,Q9H0K1,MGI:2445031,235344,KinHub,10/6/2020,"",Q8CFH6;H3BJC9;F8VPT7;H3BKG1;Q8BLX0;Q8C1B3,,uniprot_api
Sik3,QSK,QSK,SIK3,QSK,Serine/threonine-protein kinase SIK3,CAMK,CAMKL,QIK,Q9Y2K2,MGI:2446296,70661,KinHub,10/6/2020,Q6P4S6;,Q6P4S6;F6S7W6;F6U6U5;F6U8X4;F6SBP3,biomart,uniprot_api
Slk,SLK,SLK,SLK,SLK,STE20-like serine/threonine-protein kinase,STE,STE20,SLK,Q9H2G2,MGI:103241,20874,KinHub,10/6/2020,O54988;,O54988;A2RRK3;A0A5F8MPV2,biomart,uniprot_api
Smg1,SMG1,SMG1,SMG1,SMG1,Serine/threonine-protein kinase SMG1,Atypical,PIKK,SMG1,Q96Q15,MGI:1919742,233789,KinHub,10/6/2020,Q8BKX6;,Q8BKX6;J3QPA7;J3QMR1;J3QQ22,biomart,uniprot_api
Snrk,SNRK,SNRK,SNRK,SNRK,SNF-related serine/threonine-protein kinase,CAMK,CAMKL,SNRK,Q9NRH2,MGI:108104,20623,KinHub,10/6/2020,;Q8VDU5,Q8VDU5;D3Z1F6;B9EK90;D3YXV4;D3Z3V0;A0AUN3;D3YVW4,biomart,uniprot_api
Speg,SPEG,SPEG,SPEG,SPEG,Striated muscle preferentially expressed protein kinase,CAMK,Trio,"",Q15772,MGI:109282,11790,KinHub,10/6/2020,;Q62407,Q62407;A0A087WSE3;E9QQ25;A0A0R4J1J0;D3Z7T0;D6RI69;F6RU40,biomart,uniprot_api
Src,SRC,SRC,SRC,SRC,Proto-oncogene tyrosine-protein kinase Src,TK,Src,"",P12931,MGI:98397,20779,KinHub,10/6/2020,P05480,P05480;Q3UKD6,biomart,uniprot_api
Srms,SRM,SRM,SRMS,SRM,Tyrosine-protein kinase Srms,TK,Src,"",Q9H3Y6,MGI:101865,20811,KinHub,10/6/2020,Q62270,Q62270;Q8BQI4;Q0VBH4,biomart,uniprot_api
Srpk1,SRPK1,SRPK1,SRPK1,SRPK1,SRSF protein kinase 1,CMGC,SRPK,"",Q96SB4,MGI:106908,20815,KinHub,10/6/2020,O70551;,O70551;Q3TTI6;Q3UB06;A0A3B2W883;F8WGJ7;Q3TTF9;A0A3B2W4B9;Q3URR1;Q3US65;A0A3B2W430;B2KF32;A0A3B2W7I6,biomart,uniprot_api
Srpk2,SRPK2,SRPK2,SRPK2,SRPK2,SRSF protein kinase 2,CMGC,SRPK,"",P78362,MGI:1201408,20817,KinHub,10/6/2020,"",O54781;A0A0R4J124;A0A0G2JDY2;Q6P5E1;O08551;Q3TEK9;Q8CBI1;A0A0G2JG74;Q3TTG2;Q3UF35;Q8CEC7;Q8C9R8;A0A0G2JDT6;A0A0G2JEI1,,uniprot_api
Srpk3,MSSK1,MSSK1,SRPK3,MSSK1,SRSF protein kinase 3,CMGC,SRPK,"",Q9UPE1,MGI:1891338,56504,KinHub,10/6/2020,Q9Z0G2,Q9Z0G2;Q0VAW8;Q684J2,biomart,uniprot_api
Stk10,LOK,LOK,STK10,LOK,Serine/threonine-protein kinase 10,STE,STE20,SLK,O94804,MGI:1099439,20868,KinHub,10/6/2020,O55098,O55098;Q5DTS2;A1A553;Q3UG53,biomart,uniprot_api
Stk11,LKB1,LKB1,STK11,LKB1,Serine/threonine-protein kinase STK11,CAMK,CAMKL,LKB,Q15831,MGI:1341870,20869,KinHub,10/6/2020,Q9WTK7;,Q9WTK7;E9Q811;Q3V4A1;D6RGT4;F6WNS2,biomart,uniprot_api
Stk16,MPSK1,MPSK1,STK16,MPSK1,Serine/threonine-protein kinase 16,Other,NAK,"",O75716,MGI:1313271,20872,KinHub,10/6/2020,O88697;,O88697;Q8CCS9;Q8BSV9;A0A087WQT0;A0A087WQ12;Q05DP1;D3YXM1,biomart,uniprot_api
Stk17b,DRAK2,DRAK2,STK17B,DRAK2,Serine/threonine-protein kinase 17B,CAMK,DAPK,"",O94768,MGI:2138162,98267,KinHub,10/6/2020,Q8BG48;,Q8BG48;A0A087WPR0,biomart,uniprot_api
Stk19,G11,G11,STK19,"",Serine/threonine-protein kinase 19,Atypical,G11,"",P49842,MGI:1860085,54402,KinHub,10/6/2020,Q9JHN8;,Q9JHN8;Q3TG64;F6XXB9;F6SFN2;F7CHD9,biomart,uniprot_api
Stk24,MST3,MST3,STK24,MST3,Serine/threonine-protein kinase 24,STE,STE20,YSK,Q9Y6E0,MGI:2385007,223255,KinHub,10/6/2020,Q99KH8,Q99KH8;Q3U335;Q3U3T6,biomart,uniprot_api
Stk25,YSK1,YSK1,STK25,YSK1,Serine/threonine-protein kinase 25,STE,STE20,YSK,O00506,MGI:1891699,59041,KinHub,10/6/2020,Q9Z2W1;,Q9Z2W1;Q3U6Y0;Q7TPV1;A0A087WQY6;D3Z359,biomart,uniprot_api
Stk26,MST4,MST4,STK26,MST4,Serine/threonine-protein kinase MST4,STE,STE20,YSK,Q9P289,MGI:1917665,70415,KinHub,10/6/2020,Q99JT2;,Q99JT2;A2AD85;A2AD84,biomart,uniprot_api
Stk3,MST2,MST2,STK3,MST2,Serine/threonine-protein kinase 3,STE,STE20,MST,Q13188,MGI:1928487,56274,KinHub,10/6/2020,Q9JI10;,Q9JI10;Q99KH8;A0A2I3BQE0;Q9CW82;D6RHQ9,biomart,uniprot_api
Stk31,SgK396,SgK396,STK31,SgK396,Serine/threonine-protein kinase 31,Other,Other-Unique,"",Q9BXU1,MGI:1924735,77485,KinHub,10/6/2020,Q99MW1;,Q99MW1;E9PWQ6;F6QH34;E9Q260,biomart,uniprot_api
Stk32a,YANK1,YANK1,STK32A,YANK1,Serine/threonine-protein kinase 32A,AGC,YANK,"",Q8WU08,MGI:2442403,269019,KinHub,10/6/2020,Q8BGW6;,Q8BGW6;A0A494BAT5,biomart,uniprot_api
Stk32b,YANK2,YANK2,STK32B,YANK2,Serine/threonine-protein kinase 32B,AGC,YANK,"",Q9NY57,MGI:1927552,64293,KinHub,10/6/2020,Q9JJX8,Q9JJX8,biomart,uniprot_api
Stk32c,YANK3,YANK3,STK32C,YANK3,Serine/threonine-protein kinase 32C,AGC,YANK,"",Q86UX6,MGI:2385336,57740,KinHub,10/6/2020,Q8QZV4;,Q8QZV4;E9PXK4,biomart,uniprot_api
Stk33,STK33,STK33,STK33,STK33,Serine/threonine-protein kinase 33,CAMK,STK33,"",Q9BYT3,MGI:2152419,117229,KinHub,10/6/2020,Q924X7;,Q924X7;A7E1Y2;A7E1Y3;D3YWA6;A1L0V5;A0A140LJB3,biomart,uniprot_api
Stk35,CLIK1,CLIK1,STK35,CLIK1,Serine/threonine-protein kinase 35,Other,NKF4,"",Q8TDR2,MGI:1914583,67333,KinHub,10/6/2020,Q80ZW0;,Q80ZW0;E9PXA2,biomart,uniprot_api
Stk36,Fused,Fused,STK36,Fused,Serine/threonine-protein kinase 36,Other,ULK,"",Q9NRP7,MGI:1920831,269209,KinHub,10/6/2020,Q69ZM6;,Q69ZM6;A0A087WS61;E9Q341;Q8BU99;Q9D9B2,biomart,uniprot_api
Stk38,NDR1,NDR1,STK38,NDR1,Serine/threonine-protein kinase 38,AGC,NDR,"",Q15208,MGI:2442572,106504,KinHub,10/6/2020,Q91VJ4;,Q91VJ4;Q8BJ33;A0A3B2WD34;A0A3B2W7L2;Q8BJE3;A0A3B2WD06;Q8BJS2;A0A3B2W7E4;A0A3B2W7T8;A0A3B2W7M3;A0A3B2WAZ4,biomart,uniprot_api
Stk38l,NDR2,NDR2,STK38L,NDR2,Serine/threonine-protein kinase 38-like,AGC,NDR,"",Q9Y2H1,MGI:1922250,232533,KinHub,10/6/2020,Q7TSE6;,Q7TSE6;A0A0N4SVR1,biomart,uniprot_api
Stk39,STLK3,STLK3,STK39,STLK3,STE20/SPS1-related proline-alanine-rich protein kinase,STE,STE20,FRAY,Q9UEW8,MGI:1858416,53416,KinHub,10/6/2020,Q9Z1W9,Q9Z1W9;A2AQL0;G1JLS7;Q3V256;Q3TR01,biomart,uniprot_api
Stk4,MST1,MST1,STK4,MST1,Serine/threonine-protein kinase 4,STE,STE20,MST,Q13043,MGI:1929004,58231,KinHub,10/6/2020,Q9JI11;,Q9JI11;Q61036;A2A5M9;Q61156;Q8CDG4;F7BYZ4,biomart,uniprot_api
Stk40,SgK495,SgK495,STK40,SgK495,Serine/threonine-protein kinase 40,CAMK,SgK495,"",Q8N2I9,MGI:1921428,74178,KinHub,10/6/2020,Q7TNL3;,Q7TNL3;B1AVZ9;B1AW00,biomart,uniprot_api
Stkld1,SgK071,SgK071,STKLD1,SgK071,Protein kinase-like protein SgK071,Other,SgK071,"",Q8NE28,MGI:2685557,279029,KinHub,10/6/2020,;Q80YS9,Q80YS9;B0R044,biomart,uniprot_api
Strada,STLK5,STLK5,STRADA,STLK5,STE20-related kinase adapter protein alpha,STE,STE20,STLK,Q7RTN6,MGI:1919399,72149,KinHub,10/6/2020,Q3UUJ4;,Q3UUJ4;B1AR92;Q80VZ9;B1AR89,biomart,uniprot_api
Stradb,STLK6,STLK6,STRADB,STLK6,STE20-related kinase adapter protein beta,STE,STE20,STLK,Q9C0K7,MGI:2144047,227154,KinHub,10/6/2020,Q8K4T3;,Q8K4T3;M0QW98;M0QWE6;A0A0R4J299;Q3V3R9,biomart,uniprot_api
Styk1,SuRTK106,SuRTK106,STYK1,SuRTK106,Tyrosine-protein kinase STYK1,TK,TK-Unique,"",Q6J9G0,MGI:2141396,243659,KinHub,10/6/2020,Q6J9G1,Q6J9G1;B2RWV6,biomart,uniprot_api
Syk,SYK,SYK,SYK,SYK,Tyrosine-protein kinase SYK,TK,Syk,"",P43405,MGI:99515,20963,KinHub,10/6/2020,P48025;,P48025;Q3UPF7;Q6P1E0;E9PWE9;Q6LEP4;Q3V3Q2,biomart,uniprot_api
Taf1,TAF1,TAF1,TAF1,"",Transcription initiation factor TFIID subunit 1,Atypical,TAF1,"",P21675,MGI:1336878,270627,KinHub,10/6/2020,;Q80UV9,Q80UV9;S4R1B9;A0AAQ4VMV6;B1Q2W7,biomart,uniprot_api
Taok1,TAO1,TAO1,TAOK1,TAO1,Serine/threonine-protein kinase TAO1,STE,STE20,TAO,Q7L7X3,MGI:1914490,216965,KinHub,10/6/2020,Q5F2E8,Q5F2E8;B2RX66;Q3UUG1;Q9D3K9,biomart,uniprot_api
Taok2,TAO2,TAO2,TAOK2,TAO2,Serine/threonine-protein kinase TAO2,STE,STE20,TAO,Q9UL54,MGI:1915919,381921,KinHub,10/6/2020,;Q6ZQ29,Q6ZQ29;A0A1L1SSV8;Q3V3V4,biomart,uniprot_api
Taok3,TAO3,TAO3,TAOK3,TAO3,Serine/threonine-protein kinase TAO3,STE,STE20,TAO,Q9H2K8,MGI:3041177,330177,KinHub,10/6/2020,Q8BYC6;,Q8BYC6;F6RXB5;A0A0R4J1T3;Q3V3K3;E9Q364;Q3TBA7,biomart,uniprot_api
Tbck,TBCK,TBCK,TBCK,TBCK,TBC domain-containing protein kinase-like protein,Other,TBCK,"",Q8TEA7,MGI:2445052,271981,KinHub,10/6/2020,Q8BM85,Q8BM85;Q6PA05,biomart,uniprot_api
Tbk1,TBK1,TBK1,TBK1,TBK1,Serine/threonine-protein kinase TBK1,Other,IKK,"",Q9UHD2,MGI:1929658,56480,KinHub,10/6/2020,Q9WUN2;,Q9WUN2;A1L361;Q3THP3;A0A1W2P6W7;A0A1W2P835,biomart,uniprot_api
Tec,TEC,TEC,TEC,TEC,Tyrosine-protein kinase Tec,TK,Tec,"",P42680,MGI:98662,21682,KinHub,10/6/2020,"",P24604;Q9QZB6;Q8CFK4;Q3TH41;Q3U436;I6L9F0;F6W1T9;A0A0J9YV29;A0A0R4J1V5;D6RJM5,,uniprot_api
Tek,TIE2,TIE2,TEK,TIE2,Angiopoietin-1 receptor,TK,Tie,"",Q02763,MGI:98664,21687,KinHub,10/6/2020,;Q02858,Q02858;B1AWS8;Q80YS4,biomart,uniprot_api
Tesk1,TESK1,TESK1,TESK1,TESK1,Dual specificity testis-specific protein kinase 1,TKL,LISK,TESK,Q15569,MGI:1201675,21754,KinHub,10/6/2020,O70146;,O70146;D6RFP6,biomart,uniprot_api
Tesk2,TESK2,TESK2,TESK2,TESK2,Dual-specificity testis-specific protein kinase 2,TKL,LISK,TESK,Q96S53,MGI:2385204,230661,KinHub,10/6/2020,Q8VCT9;,Q8VCT9;Q8C0B6;A2AGD9;Q3UYM3;A2AGE0;Q8BKF0,biomart,uniprot_api
